contract_sk,contract_id,adviser_sk,client_sk,product_sk,signing_date_sk,contract_value,commission,premium_monthly,duration_months,status
2554,C-0002554,28,349,15,20230927,105455.45,1761.97,,60,Active
2555,C-0002555,48,1301,17,20230102,652208.76,5432.5,5435.07,120,Active
2556,C-0002556,17,938,19,20251205,312169.88,3070.33,867.14,360,Completed
2557,C-0002557,3,715,8,20241007,15679.27,709.51,261.32,60,Cancelled
2558,C-0002558,13,1239,8,20230220,6213.21,259.75,25.89,240,Active
2559,C-0002559,21,287,5,20240903,18726.35,774.38,312.11,60,Active
2560,C-0002560,46,59,16,20250421,249677.15,5459.83,,36,Active
2561,C-0002561,37,1015,16,20230509,107930.92,2322.74,,12,Completed
2562,C-0002562,30,484,5,20230111,100439.3,4086.18,836.99,120,Active
2563,C-0002563,45,331,12,20230322,8094.55,176.7,,60,Active
2564,C-0002564,32,1055,19,20251024,211240.71,2049.13,880.17,240,Active
2565,C-0002565,28,176,19,20260825,589465.89,5174.84,1637.41,360,Cancelled
2566,C-0002566,48,1463,11,20231006,43914.0,895.95,,120,Active
2567,C-0002567,41,1097,15,20200928,74275.61,1535.27,,36,Active
2568,C-0002568,22,1236,20,20251107,433634.83,4275.38,1806.81,240,Active
2569,C-0002569,26,1090,1,20200304,228636.96,10004.97,762.12,300,Active
2570,C-0002570,8,903,3,20201006,369013.29,21706.77,2050.07,180,Cancelled
2571,C-0002571,41,144,13,20260903,83756.04,1709.59,,24,Active
2572,C-0002572,39,1092,12,20230202,217115.84,4083.37,,12,Active
2573,C-0002573,26,90,10,20200111,81209.41,2649.87,225.58,360,Active
2574,C-0002574,38,916,9,20231206,44116.61,1908.67,367.64,120,Completed
2575,C-0002575,46,35,12,20250602,160584.1,3844.28,,24,Active
2576,C-0002576,23,1298,1,20200204,66926.65,3655.65,557.72,120,Active
2577,C-0002577,11,1171,13,20250412,209232.07,3408.19,,36,Active
2578,C-0002578,15,388,20,20221109,341240.68,4088.7,2843.67,120,Active
2579,C-0002579,3,28,4,20250624,260915.41,10518.43,2174.3,120,Active
2580,C-0002580,12,789,7,20240723,7872.88,269.08,43.74,180,Active
2581,C-0002581,16,962,9,20260813,106753.61,4396.91,593.08,180,Active
2582,C-0002582,36,1414,10,20200824,149150.64,6436.83,828.61,180,Active
2583,C-0002583,26,836,9,20241001,49235.95,2320.81,164.12,300,Cancelled
2584,C-0002584,14,742,9,20240710,12206.46,464.91,50.86,240,Active
2585,C-0002585,19,780,12,20240802,56279.71,1049.19,,12,Completed
2586,C-0002586,13,1365,18,20250326,563862.01,5455.55,1879.54,300,Active
2587,C-0002587,47,724,7,20240801,119049.59,4879.25,992.08,120,Cancelled
2588,C-0002588,31,803,6,20251023,128928.02,5842.24,1074.4,120,Active
2589,C-0002589,35,748,8,20230904,27367.33,1252.63,114.03,240,Active
2590,C-0002590,46,837,17,20250527,730764.49,6695.93,6089.7,120,Active
2591,C-0002591,16,1493,7,20230105,100248.65,4248.66,556.94,180,Active
2592,C-0002592,21,654,11,20250807,216897.11,3525.31,,12,Active
2593,C-0002593,34,339,2,20250217,246434.67,12479.51,1026.81,240,Active
2594,C-0002594,13,1162,15,20200427,50874.29,884.08,,120,Active
2595,C-0002595,42,645,8,20211119,137628.36,5483.16,1146.9,120,Completed
2596,C-0002596,16,1152,12,20260624,167404.67,3976.86,,12,Active
2597,C-0002597,25,79,5,20240926,53586.96,2566.01,893.12,60,Active
2598,C-0002598,12,1152,1,20200828,133961.0,6278.74,372.11,360,Active
2599,C-0002599,43,543,8,20250527,133284.16,4562.09,555.35,240,Active
2600,C-0002600,23,386,8,20200720,124532.8,5480.63,415.11,300,Active
2601,C-0002601,41,60,4,20211203,62436.63,2795.91,346.87,180,Completed
2602,C-0002602,10,1130,13,20230116,90776.49,2095.06,,36,Active
2603,C-0002603,4,1073,6,20220719,121888.03,4571.18,338.58,360,Active
2604,C-0002604,20,701,7,20260907,85331.05,3654.76,474.06,180,Active
2605,C-0002605,42,476,14,20220408,244246.19,5467.57,,12,Active
2606,C-0002606,15,1411,10,20230306,54882.9,2070.16,152.45,360,Active
2607,C-0002607,30,934,14,20210526,35656.69,623.7,,12,Active
2608,C-0002608,47,651,13,20251024,25676.15,584.07,,12,Active
2609,C-0002609,31,528,14,20260309,180347.16,3985.67,,24,Active
2610,C-0002610,37,1342,14,20230203,9129.34,164.88,,12,Active
2611,C-0002611,15,172,19,20240322,535005.38,4406.76,1783.35,300,Active
2612,C-0002612,43,689,1,20260826,320237.85,14313.81,1067.46,300,Active
2613,C-0002613,50,676,16,20250117,235374.18,4351.15,,12,Completed
2614,C-0002614,50,1482,18,20221207,199987.07,2256.57,555.52,360,Active
2615,C-0002615,19,470,4,20251017,380104.28,22443.4,3167.54,120,Active
2616,C-0002616,25,186,18,20240808,471414.85,3843.88,1571.38,300,Active
2617,C-0002617,28,610,2,20220726,75194.88,3921.87,626.62,120,Completed
2618,C-0002618,7,505,5,20211014,85181.67,3796.29,709.85,120,Active
2619,C-0002619,44,131,12,20201008,111507.73,2200.32,,120,Active
2620,C-0002620,13,175,19,20230825,116998.0,1069.47,649.99,180,Active
2621,C-0002621,15,174,10,20260317,41066.08,1894.25,228.14,180,Active
2622,C-0002622,8,1389,6,20240701,101348.5,4192.19,422.29,240,Active
2623,C-0002623,43,260,14,20220923,38475.19,795.53,,60,Completed
2624,C-0002624,11,1043,11,20201012,202606.67,4716.2,,24,Active
2625,C-0002625,36,469,20,20250929,158366.86,1300.87,527.89,300,Active
2626,C-0002626,5,660,4,20230206,245607.5,11033.6,818.69,300,Active
2627,C-0002627,25,281,14,20231215,194947.48,3296.81,,12,Active
2628,C-0002628,43,1268,16,20251119,2242.75,47.43,,36,Active
2629,C-0002629,1,364,7,20200115,13189.56,479.92,219.83,60,Completed
2630,C-0002630,36,1137,13,20240416,186115.51,3753.2,,120,Completed
2631,C-0002631,43,648,10,20230710,97502.92,4493.71,812.52,120,Active
2632,C-0002632,19,18,13,20240326,13713.26,290.56,,12,Active
2633,C-0002633,48,713,7,20220131,44605.66,1916.15,185.86,240,Active
2634,C-0002634,7,92,5,20200711,39813.57,1544.11,132.71,300,Active
2635,C-0002635,4,643,18,20200912,565521.55,5533.98,9425.36,60,Active
2636,C-0002636,10,6,13,20200909,16906.4,344.28,,24,Active
2637,C-0002637,3,1127,18,20250307,218341.28,2442.01,1819.51,120,Active
2638,C-0002638,8,1483,3,20250617,354963.86,18970.11,1183.21,300,Active
2639,C-0002639,48,1368,14,20241004,210591.84,3769.69,,120,Active
2640,C-0002640,1,955,16,20250331,247608.57,5424.17,,120,Active
2641,C-0002641,3,88,10,20200228,98962.33,3845.14,824.69,120,Active
2642,C-0002642,35,19,9,20230314,106318.66,3571.84,1771.98,60,Active
2643,C-0002643,46,1375,9,20230925,86291.15,3964.37,1438.19,60,Active
2644,C-0002644,26,166,4,20250509,88515.28,4352.79,295.05,300,Completed
2645,C-0002645,21,741,19,20211026,627432.4,6581.05,1742.87,360,Active
2646,C-0002646,23,798,20,20251005,430827.66,4509.62,2393.49,180,Active
2647,C-0002647,32,1402,15,20250904,108090.95,1797.12,,60,Active
2648,C-0002648,16,1198,17,20220624,450333.15,4953.82,1876.39,240,Active
2649,C-0002649,39,449,13,20260731,191698.28,3652.52,,60,Active
2650,C-0002650,38,979,16,20250326,53453.36,897.35,,120,Completed
2651,C-0002651,46,1470,2,20250501,83031.84,3553.41,230.64,360,Active
2652,C-0002652,27,361,13,20230617,240430.87,4427.63,,60,Active
2653,C-0002653,5,937,7,20221130,5123.03,241.92,85.38,60,Active
2654,C-0002654,12,606,10,20230801,30246.79,1292.6,168.04,180,Active
2655,C-0002655,30,537,13,20230510,247606.79,5421.84,,24,Completed
2656,C-0002656,27,1215,13,20230728,79672.04,1618.07,,120,Active
2657,C-0002657,1,58,1,20211213,102251.23,5217.28,852.09,120,Active
2658,C-0002658,15,1414,20,20251125,744373.88,6633.38,2067.71,360,Completed
2659,C-0002659,50,1217,19,20201016,782870.71,8601.62,6523.92,120,Active
2660,C-0002660,15,574,16,20200612,233890.46,4459.45,,120,Cancelled
2661,C-0002661,42,193,2,20200728,163305.74,9591.41,1360.88,120,Active
2662,C-0002662,38,395,5,20200221,79466.63,2899.92,1324.44,60,Active
2663,C-0002663,46,110,15,20251209,174737.78,3875.93,,60,Active
2664,C-0002664,46,517,15,20251030,132403.43,2890.74,,120,Active
2665,C-0002665,4,647,10,20210216,89337.12,3500.29,297.79,300,Completed
2666,C-0002666,30,688,4,20261201,206326.36,8708.54,687.75,300,Active
2667,C-0002667,1,887,4,20200715,230098.94,11663.89,3834.98,60,Active
2668,C-0002668,13,193,11,20210305,102782.81,1844.54,,60,Active
2669,C-0002669,30,212,12,20221206,208535.15,4085.01,,24,Active
2670,C-0002670,5,182,14,20240108,56043.81,1306.43,,120,Completed
2671,C-0002671,42,1199,17,20200515,697061.92,7557.62,1936.28,360,Active
2672,C-0002672,46,27,6,20230630,106166.41,3590.68,884.72,120,Active
2673,C-0002673,8,797,16,20210721,88318.64,1975.05,,24,Cancelled
2674,C-0002674,5,963,7,20240418,66130.8,2243.72,551.09,120,Active
2675,C-0002675,21,1412,9,20240319,88867.38,3916.3,1481.12,60,Active
2676,C-0002676,26,1057,16,20250609,168793.73,3512.77,,36,Active
2677,C-0002677,48,1225,11,20260603,174321.46,4049.56,,24,Active
2678,C-0002678,14,1237,4,20240604,78196.47,4458.15,217.21,360,Active
2679,C-0002679,32,558,11,20200626,194744.54,4505.57,,12,Active
2680,C-0002680,45,521,6,20251029,51787.33,2386.84,863.12,60,Completed
2681,C-0002681,12,1448,6,20210426,136167.53,4588.94,378.24,360,Completed
2682,C-0002682,43,535,4,20220705,284561.13,13631.42,948.54,300,Active
2683,C-0002683,15,193,7,20220314,109882.54,4491.75,610.46,180,Active
2684,C-0002684,43,820,2,20230825,249180.94,10010.48,1038.25,240,Active
2685,C-0002685,47,627,20,20220715,132299.02,1369.11,367.5,360,Completed
2686,C-0002686,3,1152,18,20261125,425369.73,4474.27,1181.58,360,Active
2687,C-0002687,13,674,6,20240723,106879.64,4208.33,296.89,360,Completed
2688,C-0002688,14,442,3,20260929,179044.08,8981.65,2984.07,60,Active
2689,C-0002689,8,981,14,20240807,114299.67,2266.08,,24,Active
2690,C-0002690,46,352,1,20240710,288411.94,12576.26,2403.43,120,Active
2691,C-0002691,15,126,9,20221118,18638.35,780.34,51.77,360,Cancelled
2692,C-0002692,1,193,6,20260330,111360.35,4336.6,618.67,180,Active
2693,C-0002693,19,319,10,20240907,47077.44,1633.17,156.92,300,Active
2694,C-0002694,1,1429,6,20240315,105503.45,3789.09,586.13,180,Active
2695,C-0002695,47,1055,12,20221224,175984.83,4136.32,,12,Active
2696,C-0002696,41,584,11,20200921,105299.05,1915.57,,120,Active
2697,C-0002697,13,958,7,20200409,95044.59,3984.33,1584.08,60,Active
2698,C-0002698,48,1298,5,20240514,48511.88,1804.48,808.53,60,Active
2699,C-0002699,2,1317,6,20210525,60903.81,2023.07,1015.06,60,Active
2700,C-0002700,12,73,20,20240610,287017.46,3156.44,956.72,300,Active
2701,C-0002701,47,868,16,20240314,96793.3,1844.19,,120,Completed
2702,C-0002702,6,1165,19,20210930,342881.87,3060.86,1428.67,240,Completed
2703,C-0002703,2,1273,18,20250721,647704.88,5678.75,1799.18,360,Completed
2704,C-0002704,20,5,10,20220825,23388.4,993.05,194.9,120,Active
2705,C-0002705,13,615,17,20240920,621275.89,5641.58,5177.3,120,Active
2706,C-0002706,26,210,8,20260729,143079.44,5167.7,596.16,240,Active
2707,C-0002707,37,891,13,20250606,110172.64,2302.43,,12,Active
2708,C-0002708,12,786,10,20260811,30480.54,1096.86,101.6,300,Cancelled
2709,C-0002709,14,697,18,20251001,330838.6,2674.27,1837.99,180,Active
2710,C-0002710,45,1072,12,20250826,42446.13,936.91,,120,Cancelled
2711,C-0002711,45,17,20,20210928,290385.58,3467.79,1209.94,240,Active
2712,C-0002712,14,661,20,20240315,711537.16,6893.23,3952.98,180,Completed
2713,C-0002713,8,1126,16,20230830,102404.68,1675.18,,60,Active
2714,C-0002714,40,1042,19,20260825,658718.79,6166.2,5489.32,120,Active
2715,C-0002715,46,824,9,20240902,147963.49,6485.71,493.21,300,Active
2716,C-0002716,42,529,14,20230314,108565.47,2248.65,,120,Active
2717,C-0002717,2,888,4,20240202,193878.91,11064.1,538.55,360,Active
2718,C-0002718,2,441,9,20250804,95077.69,4424.06,1584.63,60,Active
2719,C-0002719,30,886,15,20250204,27452.0,525.36,,36,Active
2720,C-0002720,2,1406,11,20200902,20990.25,458.09,,60,Active
2721,C-0002721,12,419,10,20211227,42810.12,1977.36,118.92,360,Active
2722,C-0002722,41,1060,12,20220418,153452.67,3240.5,,60,Completed
2723,C-0002723,23,838,9,20221110,52009.74,2421.02,144.47,360,Active
2724,C-0002724,50,542,8,20260423,75248.52,2782.23,627.07,120,Completed
2725,C-0002725,42,344,14,20260420,19881.05,450.34,,120,Completed
2726,C-0002726,23,115,4,20261112,134251.83,5459.46,1118.77,120,Active
2727,C-0002727,31,354,8,20250416,83143.01,3819.65,346.43,240,Completed
2728,C-0002728,30,511,10,20230816,79553.53,3550.74,220.98,360,Active
2729,C-0002729,4,1375,8,20220912,115017.43,4429.93,383.39,300,Active
2730,C-0002730,2,163,12,20251215,56742.21,1234.75,,12,Active
2731,C-0002731,44,1329,18,20210616,504673.92,5250.79,8411.23,60,Completed
2732,C-0002732,36,942,17,20220614,701758.07,6027.9,1949.33,360,Active
2733,C-0002733,30,301,16,20200512,14095.62,249.91,,36,Active
2734,C-0002734,14,1288,14,20240301,55476.72,1022.57,,36,Active
2735,C-0002735,15,215,20,20231005,364263.97,3990.51,3035.53,120,Active
2736,C-0002736,30,182,5,20230504,33445.56,1268.68,92.9,360,Completed
2737,C-0002737,32,618,2,20211216,190427.42,8454.37,3173.79,60,Active
2738,C-0002738,9,795,15,20210917,221763.2,3855.24,,60,Active
2739,C-0002739,40,1240,18,20230602,319213.2,2606.24,1064.04,300,Active
2740,C-0002740,19,1402,16,20220104,241614.74,5525.61,,120,Active
2741,C-0002741,42,726,10,20251210,126700.07,5499.52,1055.83,120,Active
2742,C-0002742,16,976,15,20220922,197228.45,4541.27,,12,Active
2743,C-0002743,2,984,16,20221213,71785.35,1300.83,,24,Active
2744,C-0002744,6,156,10,20220322,91532.06,3442.68,508.51,180,Active
2745,C-0002745,42,120,7,20250710,99502.4,3515.16,331.67,300,Active
2746,C-0002746,30,764,2,20221015,236970.64,10795.26,3949.51,60,Active
2747,C-0002747,23,501,5,20230905,40114.38,1470.11,222.86,180,Cancelled
2748,C-0002748,23,370,11,20260526,164364.14,3185.6,,24,Completed
2749,C-0002749,45,1400,5,20260529,141515.56,5501.76,2358.59,60,Active
2750,C-0002750,2,1169,1,20250227,347446.36,14153.71,1447.69,240,Active
2751,C-0002751,26,864,8,20200717,123165.25,5093.95,342.13,360,Active
2752,C-0002752,22,165,20,20200810,451304.95,4678.35,1880.44,240,Active
2753,C-0002753,19,823,11,20221226,126590.84,2783.86,,60,Active
2754,C-0002754,37,1317,10,20250508,73205.66,2840.44,1220.09,60,Active
2755,C-0002755,42,843,16,20221019,167894.54,3063.29,,60,Active
2756,C-0002756,2,764,13,20241225,137794.9,2367.05,,120,Active
2757,C-0002757,38,1315,11,20240501,244531.79,5059.2,,12,Active
2758,C-0002758,12,1177,6,20241205,106700.63,4595.22,1778.34,60,Active
2759,C-0002759,48,496,10,20240513,129027.98,4780.32,537.62,240,Active
2760,C-0002760,14,181,5,20230921,14727.37,484.19,245.46,60,Active
2761,C-0002761,14,1131,10,20240220,75260.25,2951.49,627.17,120,Active
2762,C-0002762,17,933,15,20220203,183841.62,3677.34,,24,Active
2763,C-0002763,20,212,5,20200212,5386.1,200.56,29.92,180,Completed
2764,C-0002764,35,1322,6,20210730,137866.97,4910.12,459.56,300,Active
2765,C-0002765,30,848,3,20220303,224162.81,12318.73,622.67,360,Completed
2766,C-0002766,14,751,16,20200714,120808.36,2025.24,,12,Active
2767,C-0002767,19,857,1,20250529,73714.61,3706.54,614.29,120,Active
2768,C-0002768,39,747,3,20240619,152719.48,9013.1,509.06,300,Active
2769,C-0002769,44,119,16,20250829,138493.58,2579.16,,120,Active
2770,C-0002770,27,677,3,20220712,368336.02,21887.45,1227.79,300,Active
2771,C-0002771,12,441,4,20231007,163180.12,7653.68,543.93,300,Cancelled
2772,C-0002772,6,1122,4,20260330,243286.73,11244.95,810.96,300,Completed
2773,C-0002773,17,789,2,20210428,397245.96,23521.07,6620.77,60,Active
2774,C-0002774,7,1412,20,20240404,787420.72,6844.42,6561.84,120,Active
2775,C-0002775,42,209,15,20210318,186651.58,3348.03,,12,Active
2776,C-0002776,6,606,5,20250124,73466.38,2578.01,1224.44,60,Active
2777,C-0002777,26,401,8,20251211,17157.88,791.36,95.32,180,Cancelled
2778,C-0002778,20,22,11,20230223,57417.34,1005.86,,36,Active
2779,C-0002779,30,739,4,20240418,359607.27,18819.25,998.91,360,Active
2780,C-0002780,16,626,11,20220412,81302.14,1565.41,,60,Completed
2781,C-0002781,43,1211,4,20200908,317572.47,17415.56,2646.44,120,Active
2782,C-0002782,10,113,20,20221201,700380.9,7278.22,3891.01,180,Active
2783,C-0002783,30,215,20,20260604,742152.7,8323.07,12369.21,60,Active
2784,C-0002784,49,1489,13,20230907,173125.39,2899.2,,12,Active
2785,C-0002785,39,290,9,20221202,24429.65,1071.02,101.79,240,Active
2786,C-0002786,25,1307,5,20221025,27032.02,901.23,112.63,240,Active
2787,C-0002787,10,63,13,20230914,209243.21,4299.5,,60,Active
2788,C-0002788,1,23,16,20220601,144087.93,3380.19,,12,Active
2789,C-0002789,45,934,12,20200505,124084.6,2739.85,,120,Active
2790,C-0002790,34,548,5,20231130,9423.3,446.31,26.18,360,Active
2791,C-0002791,8,297,5,20240409,41842.85,1467.09,174.35,240,Active
2792,C-0002792,23,1387,11,20261222,48194.05,1047.63,,12,Completed
2793,C-0002793,38,819,1,20200211,288468.88,12389.28,801.3,360,Active
2794,C-0002794,17,27,10,20221206,85100.62,2959.46,709.17,120,Active
2795,C-0002795,49,1244,10,20261006,133529.29,4835.88,556.37,240,Active
2796,C-0002796,37,1493,19,20240202,116305.65,1335.48,323.07,360,Active
2797,C-0002797,7,797,13,20220421,240808.32,4353.02,,12,Completed
2798,C-0002798,36,1088,14,20230725,201704.27,3583.17,,120,Active
2799,C-0002799,44,487,13,20200708,88203.49,1903.26,,120,Active
2800,C-0002800,42,48,2,20260312,178342.38,7590.17,1486.19,120,Cancelled
2801,C-0002801,35,1207,7,20211209,85621.82,2752.39,475.68,180,Completed
2802,C-0002802,37,35,3,20210614,306392.83,16026.79,2553.27,120,Active
2803,C-0002803,16,1148,9,20210305,129241.49,5213.2,718.01,180,Active
2804,C-0002804,17,942,10,20250829,49665.76,2057.45,827.76,60,Active
2805,C-0002805,16,1206,12,20220705,59872.89,1168.96,,120,Active
2806,C-0002806,23,1493,14,20210719,119609.56,2525.78,,120,Active
2807,C-0002807,37,1059,13,20221031,124369.25,2793.66,,36,Active
2808,C-0002808,42,342,14,20220728,209008.86,3898.82,,24,Active
2809,C-0002809,38,338,18,20250107,564484.79,6486.24,4704.04,120,Cancelled
2810,C-0002810,14,86,4,20230122,220238.09,9489.01,1223.54,180,Active
2811,C-0002811,36,839,11,20240621,107919.29,2354.79,,60,Active
2812,C-0002812,15,983,20,20261026,764363.05,6966.53,2547.88,300,Active
2813,C-0002813,10,163,19,20210813,327817.65,3376.31,1821.21,180,Active
2814,C-0002814,48,1453,3,20220422,376298.75,17478.15,2090.55,180,Active
2815,C-0002815,50,937,17,20261005,590014.15,5873.11,1966.71,300,Active
2816,C-0002816,27,1401,3,20260319,288186.55,13205.47,960.62,300,Cancelled
2817,C-0002817,44,1268,14,20230614,112053.17,2474.68,,12,Active
2818,C-0002818,5,734,8,20250613,43892.02,1689.85,243.84,180,Active
2819,C-0002819,31,487,4,20260720,252323.39,12316.41,841.08,300,Active
2820,C-0002820,37,377,2,20200604,234975.32,10369.67,652.71,360,Active
2821,C-0002821,22,1179,7,20230501,126382.92,4217.88,351.06,360,Active
2822,C-0002822,19,1109,6,20250717,138684.89,4758.74,462.28,300,Active
2823,C-0002823,4,1163,20,20240527,217175.09,2068.87,723.92,300,Completed
2824,C-0002824,45,1037,14,20261019,164416.89,2695.54,,12,Active
2825,C-0002825,5,684,7,20260204,33497.59,1232.72,558.29,60,Active
2826,C-0002826,28,996,8,20200923,59335.55,2735.27,247.23,240,Active
2827,C-0002827,16,1200,9,20210128,44522.02,2052.11,247.34,180,Active
2828,C-0002828,28,1297,20,20241126,723371.66,7189.03,4018.73,180,Active
2829,C-0002829,49,613,2,20240515,259068.03,14245.56,1079.45,240,Active
2830,C-0002830,30,911,20,20250304,583611.76,6327.75,3242.29,180,Cancelled
2831,C-0002831,11,176,5,20260226,121437.84,4594.1,2023.96,60,Cancelled
2832,C-0002832,40,504,11,20260109,181218.41,4131.48,,24,Active
2833,C-0002833,6,326,15,20220914,86365.66,1602.96,,24,Active
2834,C-0002834,46,1049,7,20211112,141646.99,5373.02,590.2,240,Active
2835,C-0002835,35,704,1,20200729,189408.19,9885.25,3156.8,60,Completed
2836,C-0002836,37,133,19,20230313,587877.15,6909.1,1959.59,300,Active
2837,C-0002837,21,197,3,20250722,78207.16,4188.13,434.48,180,Active
2838,C-0002838,19,1270,6,20231017,54162.72,2315.72,225.68,240,Active
2839,C-0002839,41,975,8,20211126,80015.64,3385.1,222.27,360,Active
2840,C-0002840,35,39,12,20220713,96050.37,1782.11,,12,Active
2841,C-0002841,45,627,20,20210722,284326.79,3177.4,2369.39,120,Completed
2842,C-0002842,30,1155,18,20210323,429525.43,4282.59,2386.25,180,Active
2843,C-0002843,4,998,1,20221101,335426.0,15199.03,1118.09,300,Cancelled
2844,C-0002844,26,1216,8,20230331,48276.43,1631.78,402.3,120,Active
2845,C-0002845,46,517,2,20230328,272316.26,11490.6,1512.87,180,Completed
2846,C-0002846,5,1351,10,20211102,94111.43,3407.33,261.42,360,Active
2847,C-0002847,37,690,5,20221024,30077.57,1416.09,125.32,240,Active
2848,C-0002848,21,196,11,20221003,69050.15,1638.65,,60,Active
2849,C-0002849,10,487,12,20260109,117963.06,2472.1,,36,Active
2850,C-0002850,25,996,12,20250325,88680.49,1431.41,,120,Active
2851,C-0002851,28,91,16,20210201,91807.09,1837.31,,60,Completed
2852,C-0002852,8,397,17,20221116,641388.7,5804.55,1781.64,360,Active
2853,C-0002853,7,516,10,20221020,69385.74,2554.04,289.11,240,Active
